PANGO_SHORT,CATEGORY,ANTALL,SPVFLAGG
BA.2.86,2023-nov,105,0
BA.2.86,2023-des,111,0
BA.2.86,2024-jan,164,0
BA.2.86,2024-feb,24,0
XBB.1.5-like,2023-nov,14,0
XBB.1.5-like,2023-des,2,0
XBB.1.5-like,2024-jan,1,0
XBB.1.5-like,2024-feb,0,0
XBB.1.5-like+F456L,2023-nov,45,0
XBB.1.5-like+F456L,2023-des,6,0
XBB.1.5-like+F456L,2024-jan,1,0
XBB.1.5-like+F456L,2024-feb,0,0
BA.2.86,TOTAL_OBS,422,0
XBB.1.5-like,TOTAL_OBS,1967,0
XBB.1.5-like+F456L,TOTAL_OBS,311,0
