PANGO_SHORT,CATEGORY,ANTALL,SPVFLAGG
BA.2.86,2024-jan,166,0
BA.2.86,2024-feb,63,0
BA.2.86,2024-mar,9,0
BA.2.86,2024-apr,0,0
XBB.1.5-like,2024-jan,1,0
XBB.1.5-like,2024-feb,0,0
XBB.1.5-like,2024-mar,0,0
XBB.1.5-like,2024-apr,0,0
BA.2.86,TOTAL_OBS,479,0
XBB.1.5-like,TOTAL_OBS,2139,0
