PANGO_SHORT,CATEGORY,ANTALL,SPVFLAGG
BA.2.87.1,2023-nov,0,0
BA.2.87.1,2023-des,0,0
BA.2.87.1,2024-jan,0,0
BA.2.87.1,2024-feb,0,0
XBB.1.5-like+L455F+F456L,2023-nov,41,0
XBB.1.5-like+L455F+F456L,2023-des,8,0
XBB.1.5-like+L455F+F456L,2024-jan,2,0
XBB.1.5-like+L455F+F456L,2024-feb,0,0
XBB.1.5-like+L455F+F456L,TOTAL_OBS,99,0
BA.2.87.1,TOTAL_OBS,0,0
