PANGO_SHORT,CATEGORY,ANTALL,SPVFLAGG
BA.2.86,2023-okt,14,0
BA.2.86,2023-nov,107,0
BA.2.86,2023-des,115,0
BA.2.86,2024-jan,89,0
XBB.1.5-like,2023-okt,14,0
XBB.1.5-like,2023-nov,15,0
XBB.1.5-like,2023-des,5,0
XBB.1.5-like,2024-jan,0,0
XBB.1.5-like+F456L,2023-okt,102,0
XBB.1.5-like+F456L,2023-nov,98,0
XBB.1.5-like+F456L,2023-des,18,0
XBB.1.5-like+F456L,2024-jan,4,0
BA.2.86,TOTAL_OBS,329,0
XBB.1.5-like,TOTAL_OBS,1993,0
XBB.1.5-like+F456L,TOTAL_OBS,442,0
