PANGO_SHORT,ANTALL,CATEGORY,SPVFLAGG
BA.2.75,965,TOTAL_OBS,0
XBB.1.5,2225,TOTAL_OBS,0
BA.2.75,7,2023-aug,0
XBB.1.5,93,2023-aug,0
BA.2.75,3,2023-jul,0
XBB.1.5,76,2023-jul,0
BA.2.75,2,2023-jun,0
XBB.1.5,124,2023-jun,0
BA.2.75,3,2023-sep,0
XBB.1.5,86,2023-sep,0
